rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,yellow_cards,red_cards,second_yellow,fouls,fouled,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_win_pct,shot_creating_actions_foul_drawn,passes_offsides,passes_crosses,own_goals_against,season,table_type,processed_at
1802,Andrey Santos,BRA,MF,Chelsea,Premier League,0.0,2004.0,1.9,1,0,0,2,0,0,0,1,3,0,0,0,10,1,1,50.0,4,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1803,Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,0.0,2003.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1804,Tiago Santos,POR,DF,Lille,Ligue 1,0.0,2002.0,1.2,0,0,0,3,0,0,0,0,1,0,0,0,2,0,1,0.0,6,0,7,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1805,Jeremy Sarmiento,ECU,MF,Cremonese,Serie A,0.0,2002.0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.0,0,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1806,Amin Sarr,SWE,FW,Hellas Verona,Serie A,0.0,2001.0,2.4,0,0,0,5,0,0,0,1,2,0,0,0,8,10,16,38.5,4,1,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1807,Ismaila Sarr,SEN,"MF,FW",Crystal Palace,Premier League,0.0,1998.0,4.8,1,0,0,5,0,0,0,1,1,0,0,0,14,3,11,21.4,4,3,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1808,Malang Sarr,FRA,DF,Lens,Ligue 1,0.0,1999.0,7.0,2,0,0,3,0,0,0,15,7,0,0,0,26,14,6,70.0,5,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1809,Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,0.0,2005.0,6.0,2,0,0,5,0,0,0,2,11,0,0,0,32,11,9,55.0,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1810,Martin Satriano,URU,FW,Lyon,Ligue 1,0.0,2001.0,1.9,0,0,0,4,0,0,0,1,0,0,0,0,0,2,6,25.0,1,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1811,Mario Sauer,SVK,MF,Toulouse,Ligue 1,0.0,2004.0,3.8,1,0,0,4,0,0,0,6,4,0,0,0,28,4,0,100.0,3,0,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1812,Razvan Sava,ROU,GK,Udinese,Serie A,0.0,2002.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1813,Sávio,BRA,MF,Manchester City,Premier League,0.0,2004.0,1.9,0,0,0,1,0,0,0,2,0,0,0,0,9,0,0,0.0,5,3,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1814,Nicolò Savona,ITA,"DF,MF",Nott'ham Forest,Premier League,0.0,2003.0,1.6,0,0,0,2,0,0,0,1,3,0,0,0,6,0,2,0.0,1,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1815,Joe Scally,USA,DF,Gladbach,Bundesliga,0.0,2002.0,4.9,4,0,0,7,0,0,0,3,2,0,0,0,24,10,6,62.5,10,0,13,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1816,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,0.0,2003.0,2.9,0,0,0,8,0,0,0,6,3,0,0,0,8,6,4,60.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1817,Gianluca Scamacca,ITA,FW,Atalanta,Serie A,0.0,1999.0,1.5,0,0,0,1,0,0,0,1,0,0,0,0,5,4,3,57.1,2,2,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1818,Kevin Schade,GER,FW,Brentford,Premier League,0.0,2001.0,6.4,2,0,0,10,0,0,0,3,6,0,0,0,18,13,18,41.9,7,1,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1819,András Schäfer,HUN,MF,Union Berlin,Bundesliga,0.0,1999.0,2.1,0,0,0,6,0,0,0,0,4,0,0,0,12,3,2,60.0,4,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1820,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,0.0,1991.0,3.9,0,0,0,5,0,0,0,6,3,0,0,0,14,16,6,72.7,3,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1821,Derry Scherhant,GER,"FW,MF",Freiburg,Bundesliga,0.0,2002.0,1.3,0,0,0,3,0,0,0,1,1,0,0,0,6,0,1,0.0,7,1,11,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1822,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,0.0,1996.0,4.7,0,0,0,5,0,0,0,1,1,0,0,0,2,19,9,67.9,2,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1823,Stefan Schimmer,GER,"FW,MF",Heidenheim,Bundesliga,0.0,1994.0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,50.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1824,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,0.0,1997.0,2.1,0,0,0,2,0,0,0,1,2,0,0,0,10,2,1,66.7,0,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1825,Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,0.0,1997.0,3.5,2,0,0,8,0,0,0,3,2,0,0,0,14,12,7,63.2,3,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1826,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,0.0,1999.0,3.0,1,0,0,2,0,0,0,4,3,0,0,0,14,5,2,71.4,2,0,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1827,Romano Schmid,AUT,"MF,FW",Werder Bremen,Bundesliga,0.0,2000.0,5.6,0,0,0,5,0,0,0,3,3,0,0,0,25,2,10,16.7,3,1,20,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1828,Isaac Schmidt,SUI,"DF,MF",Werder Bremen,Bundesliga,0.0,1999.0,1.2,1,0,0,1,0,0,0,1,4,0,0,0,8,1,2,33.3,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1829,Joël Schmied,SUI,DF,Köln,Bundesliga,0.0,1998.0,5.4,4,0,0,8,0,0,0,5,4,0,0,0,10,10,9,52.6,2,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1830,Jan Schöppner,GER,"MF,DF",Heidenheim,Bundesliga,0.0,1999.0,4.7,1,0,0,6,0,0,0,8,4,0,0,0,14,5,8,38.5,2,2,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1831,Marvin Schwäbe,GER,GK,Köln,Bundesliga,0.0,1995.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,10,2,0,100.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1832,Léo Scienza,BRA,"MF,FW",Heidenheim,Bundesliga,0.0,1998.0,2.0,0,0,0,1,0,0,0,0,2,0,0,0,7,0,2,0.0,7,0,13,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1833,Alex Scott,ENG,MF,Bournemouth,Premier League,0.0,2003.0,5.0,1,0,0,7,0,0,0,7,9,0,0,0,24,7,4,63.6,12,0,18,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1834,Sebastian Sebulonsen,NOR,DF,Köln,Bundesliga,0.0,2000.0,5.3,1,0,0,3,0,0,0,2,6,0,0,0,20,5,3,62.5,3,0,16,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1835,Jenson Seelt,NED,DF,Sunderland,Premier League,0.0,2003.0,1.5,0,0,0,1,0,0,0,0,0,0,0,0,6,5,1,83.3,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1836,Jenson Seelt,NED,DF,Wolfsburg,Bundesliga,0.0,2003.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.7,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1837,Alidu Seidu,GHA,DF,Rennes,Ligue 1,0.0,2000.0,3.2,1,0,0,1,0,0,0,9,4,0,0,0,28,2,5,28.6,9,2,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1838,Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,0.0,2001.0,5.2,0,0,0,3,0,0,0,14,6,0,0,0,17,3,4,42.9,2,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1839,Ayumu Seko,JPN,"MF,DF",Le Havre,Ligue 1,0.0,2000.0,6.2,1,0,0,11,0,0,0,4,4,0,0,0,17,5,5,50.0,8,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1840,Matz Sels,BEL,GK,Nott'ham Forest,Premier League,0.0,1992.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1841,Antoine Semenyo,GHA,"FW,MF",Bournemouth,Premier League,0.0,2000.0,7.0,1,0,0,14,0,0,0,1,9,0,0,0,39,16,18,47.1,4,4,9,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1842,Adrian Šemper,CRO,GK,Pisa,Serie A,0.0,1998.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,50.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1843,Marvin Senaya,TOG,DF,Auxerre,Ligue 1,0.0,2001.0,6.8,3,0,0,9,0,0,0,13,8,0,0,0,23,17,7,70.8,17,0,20,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1844,Marcos Senesi,ARG,DF,Bournemouth,Premier League,0.0,1997.0,6.9,1,0,0,5,0,0,0,13,9,0,0,0,26,16,12,57.1,7,0,9,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1845,Suat Serdar,GER,MF,Hellas Verona,Serie A,0.0,1997.0,5.7,2,0,0,11,0,0,0,4,12,0,1,0,28,5,2,71.4,7,1,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1846,Nicolás Serrano,ESP,FW,Athletic Club,La Liga,0.0,2003.0,1.3,0,0,0,3,0,0,0,0,1,0,0,0,4,1,2,33.3,2,0,12,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1847,Benjamin Šeško,SVN,FW,Manchester Utd,Premier League,0.0,2003.0,4.3,0,0,0,8,0,0,0,1,1,0,0,0,7,16,20,44.4,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1848,Ryan Sessegnon,ENG,DF,Fulham,Premier League,0.0,2000.0,5.3,0,0,0,11,0,0,0,4,7,0,1,0,12,9,5,64.3,2,1,20,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1849,Stephan El Shaarawy,ITA,"MF,FW",Roma,Serie A,0.0,1992.0,1.4,0,0,0,4,0,0,0,1,2,0,0,0,5,2,3,40.0,2,1,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1850,Luke Shaw,ENG,DF,Manchester Utd,Premier League,0.0,1995.0,6.7,0,0,0,9,0,0,0,5,7,0,0,0,28,9,7,56.3,0,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1851,Kwasi Sibo,GHA,MF,Oviedo,La Liga,0.0,1998.0,3.3,0,0,0,3,0,0,0,3,7,0,0,0,18,1,3,25.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1852,Djibril Sidibé,FRA,"DF,MF",Toulouse,Ligue 1,0.0,1992.0,4.5,1,0,0,6,0,0,0,4,6,0,1,0,22,3,2,60.0,3,1,12,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1853,Armindo Sieb,GER,"FW,MF",Mainz 05,Bundesliga,0.0,2003.0,2.6,1,0,0,8,0,0,0,0,0,0,0,0,14,4,11,26.7,2,1,6,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1854,Jamil Siebert,GER,DF,Lecce,Serie A,0.0,2002.0,0.9,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1855,Francisco Sierralta,CHI,DF,Auxerre,Ligue 1,0.0,1997.0,5.7,1,0,0,4,0,0,0,6,2,0,0,0,19,18,10,64.3,4,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1856,Tim Siersleben,GER,DF,Heidenheim,Bundesliga,0.0,2000.0,3.0,0,0,0,3,0,0,0,4,3,0,0,0,7,2,2,50.0,5,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1857,André Silva,POR,FW,Elche,La Liga,0.0,1995.0,4.0,0,0,0,2,0,0,0,0,0,0,0,0,9,4,12,25.0,9,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1858,Bernardo Silva,POR,MF,Manchester City,Premier League,0.0,1994.0,4.1,1,0,0,7,0,0,0,3,4,0,0,0,21,2,4,33.3,5,0,12,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1859,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,0.0,1997.0,4.6,1,0,0,5,0,0,0,1,3,0,1,0,19,0,3,0.0,5,1,30,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1860,Fábio Silva,POR,FW,Dortmund,Bundesliga,0.0,2002.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1861,Jota Silva,POR,FW,Nott'ham Forest,Premier League,0.0,1999.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1862,Marco Silvestri,ITA,GK,Cremonese,Serie A,0.0,1991.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1863,Abdallah Sima,SEN,MF,Lens,Ligue 1,0.0,2001.0,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1864,Giovanni Simeone,ARG,FW,Torino,Serie A,0.0,1995.0,4.7,0,0,0,9,0,0,0,0,2,0,0,0,15,4,15,21.1,11,3,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1865,Giuliano Simeone,ARG,"MF,FW",Atlético Madrid,La Liga,0.0,2002.0,6.7,1,0,0,6,0,0,0,6,6,0,0,0,34,8,6,57.1,18,3,10,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1866,Moses Simon,NGA,"FW,MF",Paris FC,Ligue 1,0.0,1995.0,5.8,0,0,0,1,0,0,0,5,2,0,0,0,17,1,9,10.0,5,1,35,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1867,Unai Simón,ESP,GK,Athletic Club,La Liga,0.0,1997.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,100.0,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1868,Xavi Simons,NED,"FW,MF",Tottenham,Premier League,0.0,2003.0,2.8,1,0,0,2,0,0,0,0,1,0,0,0,13,3,6,33.3,4,0,19,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1869,Xavi Simons,NED,MF,RB Leipzig,Bundesliga,0.0,2003.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0.0,3,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1870,Danel Sinani,LUX,MF,St. Pauli,Bundesliga,0.0,1997.0,5.8,1,0,0,11,0,0,0,3,4,0,0,0,31,2,12,14.3,9,1,35,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1871,Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,0.0,1999.0,6.3,1,0,0,6,0,0,0,3,4,0,0,0,15,7,21,25.0,15,3,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1872,Antonio Sivera,ESP,GK,Alavés,La Liga,0.0,1996.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,100.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1873,Telli Siwe,FRA,DF,Auxerre,Ligue 1,0.0,2004.0,2.5,0,0,0,2,0,0,0,4,3,0,1,0,5,1,4,20.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1874,Tim Skarke,GER,"MF,DF",Union Berlin,Bundesliga,0.0,1996.0,1.4,0,0,0,2,0,0,0,0,1,0,0,0,5,0,2,0.0,3,1,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1875,Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,0.0,1995.0,1.9,0,0,0,1,0,0,0,5,0,0,0,0,8,2,2,50.0,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1876,Leo Skiri Østigård,NOR,DF,Genoa,Serie A,0.0,1999.0,3.5,4,0,0,11,0,0,0,4,0,0,0,0,15,15,9,62.5,1,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1877,Łukasz Skorupski,POL,GK,Bologna,Serie A,0.0,1991.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.0,3,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1878,Andreas Skov Olsen,DEN,FW,Wolfsburg,Bundesliga,0.0,1999.0,3.5,1,0,0,1,0,0,0,1,1,0,0,0,10,3,1,75.0,1,0,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1879,Robert Skov,DEN,DF,Union Berlin,Bundesliga,0.0,1996.0,2.4,0,0,0,5,0,0,0,2,6,0,0,0,13,1,1,50.0,3,0,13,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1880,Adam Smith,ENG,DF,Bournemouth,Premier League,0.0,1991.0,2.3,0,0,0,3,0,0,0,1,0,0,0,0,3,3,6,33.3,3,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1881,Eric Smith,SWE,DF,St. Pauli,Bundesliga,0.0,1997.0,6.0,2,0,0,4,0,0,0,5,2,0,2,0,31,8,4,66.7,8,0,8,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1882,Emile Smith Rowe,ENG,MF,Fulham,Premier League,0.0,2000.0,1.5,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0.0,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1883,Ivan Smolčić,CRO,DF,Como,Serie A,0.0,2000.0,2.9,2,0,0,3,0,0,0,5,7,0,0,0,13,4,5,44.4,3,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1884,Simon Sohm,SUI,MF,Fiorentina,Serie A,0.0,2001.0,2.7,2,0,0,7,0,0,0,0,3,0,0,0,7,3,12,20.0,8,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1885,Alex Sola,ESP,FW,Getafe,La Liga,0.0,1999.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1886,Dominic Solanke,ENG,FW,Tottenham,Premier League,0.0,1997.0,0.4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1887,Carlos Soler,ESP,MF,Real Sociedad,La Liga,0.0,1997.0,2.4,2,0,0,5,0,0,0,2,0,0,0,0,9,0,1,0.0,4,0,5,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1888,Julio Soler,ARG,FW,Bournemouth,Premier League,0.0,2005.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1889,Oumar Solet,FRA,DF,Udinese,Serie A,0.0,2000.0,6.0,0,0,0,6,0,0,0,8,11,0,0,0,32,13,9,59.1,6,0,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1890,Jhon Solis,COL,MF,Girona,La Liga,0.0,2004.0,3.3,0,0,0,2,0,0,0,3,1,0,0,0,17,0,5,0.0,5,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1891,Manor Solomon,ISR,"MF,DF",Villarreal,La Liga,0.0,1999.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0.0,1,0,8,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1892,Yann Sommer,SUI,GK,Inter,Serie A,0.0,1988.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1893,Oliver Sonne,PER,"DF,FW",Burnley,Premier League,0.0,2000.0,1.2,0,0,0,1,0,0,0,1,1,0,0,0,3,2,0,100.0,0,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1894,David Soria,ESP,GK,Getafe,La Liga,0.0,1993.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1895,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,0.0,2003.0,6.0,1,0,0,11,0,0,0,4,6,0,0,0,33,0,0,0.0,5,0,28,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1896,Florian Sotoca,FRA,"MF,FW",Lens,Ligue 1,0.0,1990.0,0.3,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,25.0,1,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1897,Riccardo Sottil,ITA,FW,Lecce,Serie A,0.0,1999.0,2.7,0,0,0,2,0,0,0,0,0,0,0,0,13,0,4,0.0,8,2,10,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1898,Tomáš Souček,CZE,MF,West Ham,Premier League,0.0,1995.0,2.6,0,1,0,3,0,0,0,3,2,0,0,0,7,8,3,72.7,1,1,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1899,Matìas Soulé,ARG,"MF,FW",Roma,Serie A,0.0,2003.0,5.4,0,0,0,3,0,0,0,4,2,0,0,0,33,3,6,33.3,11,0,27,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1900,Aboubaka Soumahoro,FRA,DF,Hamburger SV,Bundesliga,0.0,2005.0,0.5,1,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0.0,0,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1901,Sambou Soumano,SEN,FW,Lorient,Ligue 1,0.0,2001.0,3.3,1,0,0,7,0,0,0,2,0,0,0,0,8,8,16,33.3,8,3,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1902,Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,0.0,2000.0,7.0,1,0,0,13,0,0,0,3,4,2,0,0,26,18,23,43.9,17,3,21,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1903,Vinicius Souza,BRA,MF,Wolfsburg,Bundesliga,0.0,1999.0,5.1,0,0,0,9,0,0,0,7,10,0,0,0,15,13,6,68.4,5,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1904,Djibril Sow,SUI,MF,Sevilla,La Liga,0.0,1997.0,2.8,0,0,0,2,0,0,0,3,5,0,0,0,8,2,2,50.0,2,3,2,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1905,Djed Spence,ENG,DF,Tottenham,Premier League,0.0,2000.0,4.5,2,0,0,6,0,0,0,1,2,0,0,0,15,5,6,45.5,3,0,11,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1906,Leonardo Spinazzola,ITA,DF,Napoli,Serie A,0.0,1993.0,3.1,1,0,0,2,0,0,0,2,1,0,0,0,13,0,0,0.0,1,0,11,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1907,Anton Stach,GER,MF,Leeds United,Premier League,0.0,1998.0,6.7,1,0,0,11,0,0,0,3,8,0,1,0,25,8,3,72.7,10,0,18,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1908,Jens Stage,DEN,MF,Werder Bremen,Bundesliga,0.0,1996.0,3.2,2,0,0,6,0,0,0,3,3,0,0,0,11,8,2,80.0,5,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1909,Benjamin Stambouli,FRA,MF,Metz,Ligue 1,0.0,1990.0,4.9,0,0,0,7,0,0,0,3,6,0,0,0,24,3,0,100.0,2,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1910,Nicolae Stanciu,ROU,"MF,FW",Genoa,Serie A,0.0,1993.0,1.9,0,0,0,1,0,0,0,3,2,0,0,0,8,1,0,100.0,2,0,9,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1911,Otto Stange,GER,MF,Hamburger SV,Bundesliga,0.0,2007.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1912,Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,0.0,2000.0,3.0,0,0,0,0,0,0,0,2,1,0,0,0,9,2,1,66.7,2,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1913,Carl Starfelt,SWE,DF,Celta Vigo,La Liga,0.0,1995.0,1.4,0,0,0,0,0,0,0,2,0,0,0,0,5,2,1,66.7,0,0,0,1,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1914,Niklas Stark,GER,DF,Werder Bremen,Bundesliga,0.0,1995.0,1.5,3,1,1,4,0,0,0,4,1,0,1,0,1,2,1,66.7,2,0,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1915,Orri Steinn Óskarsson,ISL,FW,Real Sociedad,La Liga,0.0,2004.0,1.3,0,0,0,1,0,0,0,0,1,0,0,0,1,2,3,40.0,0,0,1,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1916,Calvin Stengs,NED,MF,Pisa,Serie A,0.0,1998.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,2,0,3,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1917,Angelo Stiller,GER,MF,Stuttgart,Bundesliga,0.0,2001.0,5.4,0,0,0,5,0,0,0,4,3,0,0,0,24,6,7,46.2,7,0,23,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1918,Kevin Stöger,AUT,MF,Gladbach,Bundesliga,0.0,1993.0,3.1,0,0,0,6,0,0,0,3,3,0,0,0,12,0,2,0.0,6,0,18,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1919,John Stones,ENG,DF,Manchester City,Premier League,0.0,1994.0,2.9,0,0,0,0,0,0,0,2,0,0,0,0,13,9,1,90.0,0,0,4,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1920,Jørgen Strand Larsen,NOR,FW,Wolves,Premier League,0.0,2000.0,4.0,0,0,0,9,0,0,0,1,1,0,0,0,4,17,16,51.5,3,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
1921,Pascal Struijk,NED,DF,Leeds United,Premier League,0.0,1999.0,7.0,0,0,0,6,0,0,0,2,4,0,0,0,18,13,14,48.1,2,1,0,0,2025-2026,stats_misc,2025-10-18 04:36:53.902157
