rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,shot_creating_actions,shot_creating_actions_per_90,shot_creating_actions_live_pass,shot_creating_actions_dead_pass,shot_creating_actions_take_on,shot_creating_actions_shot,shot_creating_actions_foul_drawn,goal_creating_actions,goal_creating_actions_per_90,goal_creating_actions_def,season,table_type,processed_at
141,Alex Baena,ESP,MF,Atlético Madrid,La Liga,0.0,2001.0,0.9,5,5.42,4,1,0,0,0,1,1.08,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
142,Samson Baidoo,AUT,DF,Lens,Ligue 1,0.0,2004.0,5.5,6,1.09,3,0,0,3,0,1,0.18,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
143,Eric Bailly,CIV,DF,Oviedo,La Liga,0.0,1994.0,2.0,2,1.0,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
144,Theo Bair,CAN,"MF,FW",Auxerre,Ligue 1,0.0,1999.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
145,Cédric Bakambu,COD,FW,Betis,La Liga,0.0,1991.0,0.6,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
146,Johan Bakayoko,BEL,FW,RB Leipzig,Bundesliga,0.0,2003.0,5.1,15,2.97,9,0,2,2,2,2,0.4,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
147,Darryl Bakola,FRA,MF,Marseille,Ligue 1,0.0,2007.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
148,Ridle Baku,GER,DF,RB Leipzig,Bundesliga,0.0,1998.0,5.9,16,2.73,14,0,0,2,0,2,0.34,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
149,Dilane Bakwa,FRA,"FW,MF",Nott'ham Forest,Premier League,0.0,2002.0,1.9,7,3.62,6,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
150,Dilane Bakwa,FRA,"DF,MF",Strasbourg,Ligue 1,0.0,2002.0,1.2,8,6.73,3,1,2,0,2,5,4.21,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
151,Tommaso Baldanzi,ITA,"MF,FW",Roma,Serie A,0.0,2003.0,1.3,6,4.46,5,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
152,Alejandro Balde,ESP,DF,Barcelona,La Liga,0.0,2003.0,2.9,9,3.07,8,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
153,Fabio Baldé,POR,"FW,MF",Hamburger SV,Bundesliga,0.0,2005.0,0.6,1,1.64,0,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
154,Carlos Baleba,CMR,MF,Brighton,Premier League,0.0,2004.0,3.9,3,0.76,2,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
155,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,0.0,1999.0,5.3,9,1.7,7,0,0,2,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
156,Daniel Ballard,NIR,DF,Sunderland,Premier League,0.0,1999.0,2.5,4,1.62,3,0,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
157,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,0.0,1992.0,1.3,3,2.39,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
158,Fodé Ballo-Touré,SEN,DF,Metz,Ligue 1,0.0,1997.0,1.7,2,1.18,2,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
159,Folarin Balogun,USA,FW,Monaco,Ligue 1,0.0,2001.0,3.7,6,1.63,5,0,0,0,1,1,0.27,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
160,Aladji Bamba,FRA,MF,Monaco,Ligue 1,0.0,2006.0,1.4,3,2.18,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
161,Mohamed Bamba,CIV,FW,Lorient,Ligue 1,0.0,2001.0,3.7,2,0.54,2,0,0,0,0,1,0.27,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
162,Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,0.0,2001.0,1.1,2,1.89,1,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
163,Noahkai Banks,USA,DF,Augsburg,Bundesliga,0.0,2006.0,1.3,1,0.78,0,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
164,Ezechiel Banzuzi,NED,MF,RB Leipzig,Bundesliga,0.0,2005.0,2.6,9,3.52,8,0,0,1,0,1,0.39,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
165,Tommaso Barbieri,ITA,DF,Cremonese,Serie A,0.0,2002.0,0.2,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
166,Valentín Barco,ARG,"MF,DF",Strasbourg,Ligue 1,0.0,2004.0,6.3,21,3.34,13,4,0,1,2,4,0.64,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
167,Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,0.0,2002.0,4.5,16,3.57,14,0,1,0,1,2,0.45,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
168,Melvin Bard,FRA,DF,Nice,Ligue 1,0.0,2000.0,6.5,14,2.15,12,2,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
169,Roony Bardghji,SWE,FW,Barcelona,La Liga,0.0,2005.0,1.5,11,7.12,6,2,3,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
170,Nicolò Barella,ITA,MF,Inter,Serie A,0.0,1997.0,5.3,22,4.14,14,6,1,0,0,4,0.75,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
171,Kike Barja,ESP,"MF,FW",Osasuna,La Liga,0.0,1997.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
172,Ross Barkley,ENG,MF,Aston Villa,Premier League,0.0,1993.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
173,Harvey Barnes,ENG,"FW,MF",Newcastle Utd,Premier League,0.0,1997.0,3.5,9,2.56,9,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
174,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,0.0,2001.0,7.2,40,5.55,29,7,4,0,0,5,0.69,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
175,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,0.0,2003.0,7.2,14,1.93,11,0,2,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
176,Thierno Barry,FRA,FW,Everton,Premier League,0.0,2002.0,2.3,3,1.28,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
177,Davide Bartesaghi,ITA,DF,Milan,Serie A,0.0,2005.0,1.4,1,0.74,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
178,Marc Bartra,ESP,DF,Betis,La Liga,0.0,1991.0,4.5,5,1.11,3,0,0,0,0,0,0.0,2,2025-2026,stats_gca,2025-10-18 04:36:53.715978
179,Federico Baschirotto,ITA,DF,Cremonese,Serie A,0.0,1996.0,6.0,1,0.17,1,0,0,0,0,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
180,Toma Bašić,CRO,MF,Lazio,Serie A,0.0,1996.0,1.7,2,1.21,1,0,0,0,0,1,0.6,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
181,Calvin Bassey,NGA,DF,Fulham,Premier League,0.0,1999.0,7.0,6,0.86,6,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
182,Alessandro Bastoni,ITA,DF,Inter,Serie A,0.0,1999.0,4.6,10,2.17,10,0,0,0,0,4,0.87,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
183,Augusto Batalla,ARG,GK,Rayo Vallecano,La Liga,0.0,1996.0,8.0,3,0.37,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
184,Michy Batshuayi,BEL,FW,Eint Frankfurt,Bundesliga,0.0,1993.0,0.6,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
185,Martin Baturina,CRO,"FW,MF",Como,Serie A,0.0,2003.0,0.9,5,5.36,2,3,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
186,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,0.0,1990.0,6.0,1,0.17,1,0,0,0,0,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
187,Christoph Baumgartner,AUT,MF,RB Leipzig,Bundesliga,0.0,1999.0,5.1,16,3.11,11,0,1,2,2,1,0.19,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
188,Altay Bayındır,TUR,GK,Manchester Utd,Premier League,0.0,1998.0,6.0,3,0.5,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
189,Vakoun Bayo,CIV,FW,Udinese,Serie A,0.0,1997.0,1.2,3,2.55,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
190,Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,0.0,1994.0,0.5,1,1.96,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
191,Samu Becerra,ESP,"DF,MF",Rayo Vallecano,La Liga,0.0,2006.0,0.1,1,7.5,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
192,Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,0.0,1997.0,1.6,8,5.11,7,0,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
193,Sheraldo Becker,SUR,MF,Osasuna,La Liga,0.0,1995.0,0.9,3,3.46,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
194,Donny van de Beek,NED,MF,Girona,La Liga,0.0,1997.0,0.5,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
195,Maximilian Beier,GER,"MF,FW",Dortmund,Bundesliga,0.0,2002.0,4.2,11,2.61,9,1,1,0,0,3,0.71,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
196,Ismael Bekhoucha,MAR,DF,Getafe,La Liga,0.0,2004.0,1.2,3,2.48,2,0,1,0,0,2,1.65,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
197,Reda Belahyane,MAR,MF,Lazio,Serie A,0.0,2004.0,1.7,9,5.26,8,0,1,0,0,2,1.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
198,Rafik Belghali,ALG,"DF,FW",Hellas Verona,Serie A,0.0,2002.0,4.3,17,3.95,14,0,2,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
199,Haris Belkebla,ALG,MF,Angers,Ligue 1,0.0,1994.0,6.9,5,0.72,4,0,0,0,1,1,0.14,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
200,Yassin Belkhdim,FRA,MF,Angers,Ligue 1,0.0,2002.0,6.7,8,1.2,8,0,0,0,0,1,0.15,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
201,Stefan Bell,GER,DF,Mainz 05,Bundesliga,0.0,1991.0,2.0,3,1.53,2,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
202,Armel Bella Kotchap,GER,DF,Hellas Verona,Serie A,0.0,2001.0,0.8,1,1.23,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
203,Raoul Bellanova,ITA,DF,Atalanta,Serie A,0.0,2000.0,4.9,16,3.27,13,2,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
204,Jean-Ricner Bellegarde,HAI,"MF,FW",Wolves,Premier League,0.0,1998.0,2.8,7,2.46,3,2,0,1,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
205,Héctor Bellerín,ESP,DF,Betis,La Liga,0.0,1995.0,6.9,15,2.18,14,0,1,0,0,1,0.15,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
206,Jobe Bellingham,ENG,MF,Dortmund,Bundesliga,0.0,2005.0,2.1,4,1.9,4,0,0,0,0,1,0.48,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
207,Jude Bellingham,ENG,MF,Real Madrid,La Liga,0.0,2003.0,1.3,11,8.39,8,0,0,1,1,1,0.76,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
208,Jeanuël Belocian,FRA,MF,Leverkusen,Bundesliga,0.0,2005.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
209,Andrea Belotti,ITA,FW,Cagliari,Serie A,0.0,1993.0,2.1,3,1.44,1,0,0,1,1,2,0.96,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
210,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,0.0,1999.0,2.4,3,1.24,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
211,Lucas Beltrán,ARG,FW,Valencia,La Liga,0.0,2001.0,1.9,5,2.62,3,0,1,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
212,Eliesse Ben Seghir,MAR,"MF,FW",Monaco,Ligue 1,0.0,2005.0,0.5,1,2.0,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
213,Eliesse Ben Seghir,MAR,MF,Leverkusen,Bundesliga,0.0,2005.0,1.4,3,2.08,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
214,Carlos Benavídez,URU,MF,Alavés,La Liga,0.0,1998.0,0.1,1,9.0,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
215,Adrian Benedyczak,POL,"MF,DF",Parma,Serie A,0.0,2000.0,0.8,4,5.29,1,0,0,0,1,0,0.0,2,2025-2026,stats_gca,2025-10-18 04:36:53.715978
216,Yassine Benhattab,FRA,"MF,FW",Nantes,Ligue 1,0.0,2002.0,3.8,10,2.63,8,0,1,1,0,1,0.26,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
217,Iker Benito,ESP,"FW,DF",Osasuna,La Liga,0.0,2002.0,1.1,1,0.92,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
218,Ramy Bensebaini,ALG,DF,Dortmund,Bundesliga,0.0,1995.0,6.0,9,1.5,7,0,0,1,1,1,0.17,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
219,Nabil Bentaleb,ALG,MF,Lille,Ligue 1,0.0,1994.0,2.1,7,3.26,5,1,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
220,Rodrigo Bentancur,URU,MF,Tottenham,Premier League,0.0,1997.0,4.6,11,2.41,10,0,1,0,0,2,0.44,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
221,Lucas Beraldo,BRA,DF,Paris S-G,Ligue 1,0.0,2003.0,4.8,3,0.63,3,0,0,0,0,1,0.21,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
222,Domenico Berardi,ITA,FW,Sassuolo,Serie A,0.0,1994.0,4.9,11,2.26,9,0,0,1,0,2,0.41,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
223,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,0.0,1990.0,7.5,14,1.87,11,1,0,1,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
224,Álex Berenguer,ESP,"FW,MF",Athletic Club,La Liga,0.0,1995.0,4.8,21,4.4,9,10,1,1,0,2,0.42,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
225,Sander Berge,NOR,MF,Fulham,Premier League,0.0,1998.0,6.6,8,1.2,8,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
226,Lucas Bergvall,SWE,MF,Tottenham,Premier League,0.0,2006.0,4.1,9,2.22,4,3,1,1,0,1,0.25,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
227,Medon Berisha,ALB,MF,Lecce,Serie A,0.0,2003.0,2.9,9,3.08,3,4,0,1,1,1,0.34,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
228,Anthony Bermont,FRA,"DF,MF",Lens,Ligue 1,0.0,2005.0,0.5,4,8.78,3,0,1,0,0,1,2.2,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
229,Adrian Bernabe,ESP,MF,Parma,Serie A,0.0,2001.0,5.6,22,3.93,15,4,1,2,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
230,Marc Bernal,ESP,MF,Barcelona,La Liga,0.0,2007.0,0.1,1,8.18,1,0,0,0,0,1,8.18,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
231,Federico Bernardeschi,ITA,"MF,FW",Bologna,Serie A,0.0,1994.0,2.0,17,8.32,11,1,3,1,1,1,0.49,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
232,Bernardo,BRA,DF,Hoffenheim,Bundesliga,0.0,1995.0,5.9,7,1.18,6,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
233,Lorenzo Bernasconi,ITA,DF,Atalanta,Serie A,0.0,2003.0,1.1,3,2.81,1,2,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
234,Antoine Bernede,FRA,MF,Hellas Verona,Serie A,0.0,1999.0,5.5,19,3.48,16,1,0,1,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
235,Nicolò Bertola,ITA,DF,Udinese,Serie A,0.0,2003.0,2.6,3,1.16,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
236,Jan-Niklas Beste,GER,FW,Freiburg,Bundesliga,0.0,1999.0,3.5,6,1.72,2,3,0,0,1,1,0.29,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
237,Beto,GNB,FW,Everton,Premier League,0.0,1998.0,4.7,8,1.7,4,0,0,3,1,1,0.21,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
238,Sam Beukema,NED,DF,Napoli,Serie A,0.0,1998.0,3.0,1,0.33,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
239,Matteo Bianchetti,ITA,DF,Cremonese,Serie A,0.0,1993.0,5.4,3,0.55,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
240,Mika Biereth,DEN,"FW,MF",Monaco,Ligue 1,0.0,2003.0,4.8,7,1.46,5,0,0,1,1,2,0.42,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
241,Pedro Bigas,ESP,DF,Elche,La Liga,0.0,1990.0,6.7,5,0.75,5,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
242,Cristiano Biraghi,ITA,"DF,MF",Torino,Serie A,0.0,1992.0,4.1,9,2.21,7,2,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
243,Tom Bischof,GER,"MF,DF",Bayern Munich,Bundesliga,0.0,2005.0,1.4,8,5.71,7,1,0,0,0,1,0.71,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
244,Leonardo Bittencourt,GER,MF,Werder Bremen,Bundesliga,0.0,1993.0,1.7,5,2.88,5,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
245,Emmanuel Biumla,FRA,DF,Angers,Ligue 1,0.0,2005.0,1.5,1,0.7,0,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
246,Marco Bizot,NED,GK,Aston Villa,Premier League,0.0,1991.0,2.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
247,Antonio Blanco,ESP,MF,Alavés,La Liga,0.0,2000.0,6.8,8,1.18,8,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
248,Ludovic Blas,FRA,"MF,FW",Rennes,Ligue 1,0.0,1997.0,4.1,15,3.63,12,0,1,1,1,2,0.48,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
249,Daley Blind,NED,DF,Girona,La Liga,0.0,1990.0,6.9,11,1.59,10,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
250,Adam Boayar,MAR,MF,Elche,La Liga,0.0,2005.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
251,Oscar Bobb,NOR,"FW,MF",Manchester City,Premier League,0.0,2003.0,4.0,18,4.48,13,0,4,0,1,3,0.75,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
252,Ben Bobzien,GER,FW,Mainz 05,Bundesliga,0.0,2003.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
253,Arnaud Bodart,BEL,GK,Lille,Ligue 1,0.0,1998.0,1.0,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
254,Sacha Boey,FRA,DF,Bayern Munich,Bundesliga,0.0,2000.0,3.5,7,1.97,6,0,0,1,0,1,0.28,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
255,Jeremie Boga,CIV,"MF,FW",Nice,Ligue 1,0.0,1997.0,3.8,18,4.78,13,3,2,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
256,Lamare Bogarde,NED,MF,Aston Villa,Premier League,0.0,2004.0,3.1,5,1.58,5,0,0,0,0,1,0.32,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
257,Jayden Bogle,ENG,DF,Leeds United,Premier League,0.0,2000.0,6.8,7,1.03,5,0,1,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
258,Adama Boiro,ESP,DF,Athletic Club,La Liga,0.0,2002.0,0.5,1,2.0,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
259,Morgan Bokelé Mputu,CMR,"DF,FW",Metz,Ligue 1,0.0,2004.0,1.5,3,1.94,1,0,0,0,2,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
260,Daniel Boloca,ROU,MF,Sassuolo,Serie A,0.0,1998.0,1.5,4,2.67,3,0,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
261,Moïse Bombito,CAN,DF,Nice,Ligue 1,0.0,2000.0,1.6,1,0.62,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
262,Federico Bonazzoli,ITA,FW,Cremonese,Serie A,0.0,1997.0,2.8,4,1.43,4,0,0,0,0,1,0.36,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
263,Warren Bondo,FRA,MF,Cremonese,Serie A,0.0,2003.0,4.8,6,1.26,6,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
264,Giovanni Bonfanti,ITA,DF,Pisa,Serie A,0.0,2003.0,2.8,3,1.07,2,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
265,Victor Boniface,NGA,"FW,MF",Werder Bremen,Bundesliga,0.0,2000.0,1.0,2,2.07,1,0,1,0,0,1,1.03,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
266,Rahim Bonkano,NIG,DF,Oviedo,La Liga,0.0,2002.0,7.2,13,1.8,11,1,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
267,Ange-Yoan Bonny,FRA,FW,Inter,Serie A,0.0,2003.0,1.5,11,7.39,10,0,0,1,0,4,2.69,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
268,Gennaro Borrelli,ITA,FW,Cagliari,Serie A,0.0,2000.0,2.3,4,1.74,3,0,0,0,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
269,Sven Botman,NED,DF,Newcastle Utd,Premier League,0.0,2000.0,3.8,2,0.53,1,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
270,Ayyoub Bouaddi,FRA,MF,Lille,Ligue 1,0.0,2007.0,5.8,10,1.73,7,0,1,2,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
271,Badredine Bouanani,ALG,MF,Nice,Ligue 1,0.0,2004.0,1.0,3,2.9,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
272,Badredine Bouanani,ALG,FW,Stuttgart,Bundesliga,0.0,2004.0,1.6,7,4.34,5,1,1,0,0,1,0.62,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
273,Hicham Boudaoui,ALG,MF,Nice,Ligue 1,0.0,1999.0,5.8,22,3.78,17,0,1,3,0,3,0.52,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
274,Justin Bourgault,FRA,"MF,DF",Brest,Ligue 1,0.0,2005.0,0.2,1,5.63,0,0,1,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
275,Jarrod Bowen,ENG,"FW,MF",West Ham,Premier League,0.0,1996.0,7.0,22,3.14,13,0,4,4,1,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
276,Lucas Boyé,ARG,"FW,MF",Alavés,La Liga,0.0,1996.0,3.1,8,2.55,6,0,0,1,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
277,Enzo Boyomo,CMR,DF,Osasuna,La Liga,0.0,2001.0,8.0,11,1.38,10,1,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
278,Domagoj Bradarić,CRO,"DF,FW",Hellas Verona,Serie A,0.0,1999.0,5.6,12,2.13,10,1,0,0,0,0,0.0,1,2025-2026,stats_gca,2025-10-18 04:36:53.715978
279,Conor Bradley,NIR,DF,Liverpool,Premier League,0.0,2003.0,2.6,0,0.0,0,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
280,Bilal Brahimi,ALG,FW,Nice,Ligue 1,0.0,2000.0,0.0,1,90.0,1,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
281,Julian Brandt,GER,"MF,FW",Dortmund,Bundesliga,0.0,1996.0,2.9,6,2.08,6,0,0,0,0,2,0.69,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
282,Lilian Brassier,FRA,DF,Rennes,Ligue 1,0.0,1999.0,2.4,3,1.24,3,0,0,0,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
283,Iker Bravo,ESP,FW,Udinese,Serie A,0.0,2005.0,1.8,5,2.73,4,0,0,1,0,0,0.0,0,2025-2026,stats_gca,2025-10-18 04:36:53.715978
