rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,tackle_attempts,tackle_pct,tackles_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_plus_interceptions,clearances,errors,touches_def_third,touches_mid_third,touches_att_third,passes_attempted,aerials_lost,passes_blocks,shot_creating_actions_shot,season,table_type,processed_at
1771,William Saliba,FRA,DF,Arsenal,Premier League,0.0,2001.0,4.5,8,3,0,0,0,0,75.0,0,0,0,0,3,11,25,0,4,4,0,4,1,3,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1772,José Salinas,ESP,"FW,DF",Espanyol,La Liga,0.0,2000.0,0.2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1773,Mohammed Salisu,GHA,DF,Monaco,Ligue 1,0.0,1999.0,2.0,7,2,0,0,0,0,100.0,0,0,0,0,2,9,11,0,5,0,2,2,0,5,5,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1774,Lazar Samardzic,SRB,MF,Atalanta,Serie A,0.0,2002.0,2.8,2,1,0,0,0,0,25.0,0,0,0,4,1,3,4,0,1,0,1,4,3,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1775,Mbwana Samatta,TAN,FW,Le Havre,Ligue 1,0.0,1992.0,4.6,2,1,0,0,0,0,20.0,0,0,0,2,1,3,0,0,0,1,1,5,4,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1776,Mama Samba Baldé,GNB,FW,Brest,Ligue 1,0.0,1995.0,3.2,6,4,0,0,0,0,85.7,0,0,0,1,1,7,1,0,2,0,4,7,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1777,Brice Samba,FRA,GK,Rennes,Ligue 1,0.0,1994.0,7.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1778,Albert Sambi Lokonga,BEL,MF,Hamburger SV,Bundesliga,0.0,1999.0,1.0,4,3,0,0,0,0,100.0,0,0,0,1,2,6,1,0,2,1,1,1,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1779,Antonio Sanabria,PAR,FW,Cremonese,Serie A,0.0,1996.0,3.7,0,0,0,0,0,0,0.0,0,0,0,1,0,0,9,1,0,0,0,2,2,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1780,Oihan Sancet,ESP,MF,Athletic Club,La Liga,0.0,2000.0,4.8,4,3,0,0,0,0,0.0,0,0,0,1,2,6,3,1,0,1,3,1,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1781,Alexis Sánchez,CHI,"FW,MF",Sevilla,La Liga,0.0,1988.0,3.6,6,2,0,0,0,0,50.0,0,0,0,4,1,7,3,0,1,5,0,4,2,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1782,Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,0.0,1997.0,3.0,3,2,0,0,0,0,20.0,0,0,0,3,3,6,3,0,3,0,0,5,4,4,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1783,Juanlu Sánchez,ESP,"DF,FW",Sevilla,La Liga,0.0,2003.0,4.4,11,7,0,0,0,0,47.1,0,0,0,6,1,12,11,0,4,5,2,17,9,6,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1784,Borja Sánchez Laborde,ESP,MF,Oviedo,La Liga,0.0,1996.0,0.2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1785,Manu Sánchez,ESP,DF,Levante,La Liga,0.0,2000.0,6.6,23,12,0,0,0,0,61.5,0,0,0,8,4,27,29,0,13,8,2,26,10,9,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1786,Robert Sánchez,ESP,GK,Chelsea,Premier League,0.0,1997.0,6.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1787,Jadon Sancho,ENG,FW,Aston Villa,Premier League,0.0,2000.0,0.1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1788,Álex Sancris,ESP,"FW,MF",Getafe,La Liga,0.0,1997.0,2.0,4,2,0,0,0,0,0.0,0,0,0,1,0,4,1,0,4,0,0,1,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1789,Philipp Sander,GER,MF,Gladbach,Bundesliga,0.0,1998.0,3.8,12,8,0,0,0,0,75.0,0,0,0,2,7,19,4,0,3,6,3,8,2,5,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1790,James Sands,USA,MF,St. Pauli,Bundesliga,0.0,2000.0,5.7,18,7,0,0,0,0,63.6,0,0,0,6,8,26,3,0,7,7,4,11,4,8,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1791,Ibou Sané,SEN,"FW,MF",Metz,Ligue 1,0.0,2005.0,1.8,3,3,0,0,0,0,50.0,0,0,0,2,1,4,0,0,2,1,0,2,1,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1792,Sadibou Sané,SEN,DF,Metz,Ligue 1,0.0,2004.0,3.9,11,9,0,0,0,0,66.7,0,0,0,5,8,19,21,0,5,6,0,9,3,6,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1793,Arouna Sangante,SEN,DF,Le Havre,Ligue 1,0.0,2002.0,5.8,7,2,0,0,0,0,50.0,0,0,0,2,7,14,26,1,3,4,0,6,3,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1794,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,0.0,1997.0,3.9,7,6,0,0,0,0,83.3,0,0,0,2,6,13,12,2,2,4,1,6,1,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1795,Mamadou Sangare,MLI,MF,Lens,Ligue 1,0.0,2002.0,5.3,16,6,0,0,0,0,50.0,0,0,0,9,5,21,9,0,9,4,3,20,10,10,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1796,Nhoa Sangui,FRA,DF,Paris FC,Ligue 1,0.0,2006.0,3.2,5,2,0,0,0,0,50.0,0,0,0,0,1,6,9,1,2,3,0,2,1,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1797,Maroan Sannadi,MAR,FW,Athletic Club,La Liga,0.0,2001.0,2.5,0,0,0,0,0,0,0.0,0,0,0,1,1,1,3,0,0,0,0,2,2,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1798,Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,0.0,2000.0,6.0,7,5,0,0,0,0,37.5,0,0,0,5,13,20,13,0,4,2,1,8,5,7,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1799,Morgan Sanson,FRA,MF,Nice,Ligue 1,0.0,1994.0,1.0,2,1,0,0,0,0,25.0,0,0,0,1,0,2,0,0,2,0,0,4,3,3,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1800,Baptiste Santamaria,FRA,MF,Valencia,La Liga,0.0,1995.0,5.8,8,4,0,0,0,0,50.0,0,0,0,3,2,10,15,1,3,3,2,6,3,5,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1801,Yellu Santiago,ESP,MF,Hellas Verona,Serie A,0.0,2004.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1802,Andrey Santos,BRA,MF,Chelsea,Premier League,0.0,2004.0,1.9,4,3,0,0,0,0,50.0,0,0,0,2,1,5,1,0,1,2,1,4,2,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1803,Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,0.0,2003.0,3.0,1,0,0,0,0,0,100.0,0,0,0,0,0,1,5,1,1,0,0,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1804,Tiago Santos,POR,DF,Lille,Ligue 1,0.0,2002.0,1.2,2,1,0,0,0,0,100.0,0,0,0,0,0,2,2,0,0,1,1,2,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1805,Jeremy Sarmiento,ECU,MF,Cremonese,Serie A,0.0,2002.0,0.4,1,1,0,0,0,0,100.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1806,Amin Sarr,SWE,FW,Hellas Verona,Serie A,0.0,2001.0,2.4,3,2,0,0,0,0,0.0,0,0,0,1,1,4,3,0,2,0,1,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1807,Ismaila Sarr,SEN,"MF,FW",Crystal Palace,Premier League,0.0,1998.0,4.8,5,1,0,0,0,0,20.0,0,0,0,4,1,6,7,0,3,1,1,5,4,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1808,Malang Sarr,FRA,DF,Lens,Ligue 1,0.0,1999.0,7.0,14,7,0,0,0,0,70.0,0,0,0,4,15,29,40,1,11,3,0,10,3,10,6,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1809,Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,0.0,2005.0,6.0,14,11,0,0,0,0,55.6,0,0,0,4,2,16,28,0,6,7,1,9,4,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1810,Martin Satriano,URU,FW,Lyon,Ligue 1,0.0,2001.0,1.9,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1811,Mario Sauer,SVK,MF,Toulouse,Ligue 1,0.0,2004.0,3.8,7,4,0,0,0,0,42.9,0,0,0,2,6,13,6,0,4,1,2,7,4,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1812,Razvan Sava,ROU,GK,Udinese,Serie A,0.0,2002.0,6.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1813,Sávio,BRA,MF,Manchester City,Premier League,0.0,2004.0,1.9,0,0,0,0,0,0,0.0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1814,Nicolò Savona,ITA,"DF,MF",Nott'ham Forest,Premier League,0.0,2003.0,1.6,3,3,0,0,0,0,60.0,0,0,0,1,1,4,2,0,1,1,1,5,2,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1815,Joe Scally,USA,DF,Gladbach,Bundesliga,0.0,2002.0,4.9,4,2,0,0,0,0,50.0,0,0,0,9,3,7,16,0,3,1,0,6,3,10,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1816,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,0.0,2003.0,2.9,6,3,0,0,0,0,50.0,0,0,0,2,6,12,10,0,4,1,1,6,3,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1817,Gianluca Scamacca,ITA,FW,Atalanta,Serie A,0.0,1999.0,1.5,1,0,0,0,0,0,0.0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1818,Kevin Schade,GER,FW,Brentford,Premier League,0.0,2001.0,6.4,14,6,0,0,0,0,42.9,0,0,0,2,3,17,3,0,2,6,6,7,4,4,2,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1819,András Schäfer,HUN,MF,Union Berlin,Bundesliga,0.0,1999.0,2.1,6,4,0,0,0,0,33.3,0,0,0,3,0,6,7,0,4,2,0,3,2,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1820,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,0.0,1991.0,3.9,4,3,0,0,0,0,25.0,0,0,0,1,6,10,21,1,3,0,1,4,3,5,4,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1821,Derry Scherhant,GER,"FW,MF",Freiburg,Bundesliga,0.0,2002.0,1.3,2,1,0,0,0,0,50.0,0,0,0,1,1,3,3,0,2,0,0,4,2,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1822,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,0.0,1996.0,4.7,2,1,0,0,0,0,100.0,0,0,0,1,1,3,8,0,0,1,1,1,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1823,Stefan Schimmer,GER,"FW,MF",Heidenheim,Bundesliga,0.0,1994.0,0.4,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1824,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,0.0,1997.0,2.1,4,2,0,0,0,0,0.0,0,0,0,2,1,5,5,0,2,2,0,1,1,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1825,Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,0.0,1997.0,3.5,3,2,0,0,0,0,100.0,0,0,0,1,3,6,18,1,3,0,0,2,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1826,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,0.0,1999.0,3.0,3,3,0,0,0,0,25.0,0,0,0,1,4,7,18,0,2,1,0,4,3,4,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1827,Romano Schmid,AUT,"MF,FW",Werder Bremen,Bundesliga,0.0,2000.0,5.6,8,3,0,0,0,0,40.0,0,0,0,3,3,11,1,0,2,5,1,5,3,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1828,Isaac Schmidt,SUI,"DF,MF",Werder Bremen,Bundesliga,0.0,1999.0,1.2,6,4,0,0,0,0,0.0,0,0,0,1,1,7,5,0,4,1,1,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1829,Joël Schmied,SUI,DF,Köln,Bundesliga,0.0,1998.0,5.4,4,4,0,0,0,0,100.0,0,0,0,8,5,9,30,0,4,0,0,1,0,14,6,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1830,Jan Schöppner,GER,"MF,DF",Heidenheim,Bundesliga,0.0,1999.0,4.7,8,4,0,0,0,0,46.2,0,0,0,3,8,16,15,2,7,1,0,13,7,4,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1831,Marvin Schwäbe,GER,GK,Köln,Bundesliga,0.0,1995.0,6.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1832,Léo Scienza,BRA,"MF,FW",Heidenheim,Bundesliga,0.0,1998.0,2.0,2,2,0,0,0,0,0.0,0,0,0,3,0,2,0,0,1,1,0,2,2,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1833,Alex Scott,ENG,MF,Bournemouth,Premier League,0.0,2003.0,5.0,15,9,0,0,0,0,55.6,0,0,0,4,7,22,8,0,5,7,3,9,4,4,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1834,Sebastian Sebulonsen,NOR,DF,Köln,Bundesliga,0.0,2000.0,5.3,10,6,0,0,0,0,83.3,0,0,0,2,2,12,22,0,8,1,1,6,1,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1835,Jenson Seelt,NED,DF,Sunderland,Premier League,0.0,2003.0,1.5,4,0,0,0,0,0,0.0,0,0,0,3,0,4,7,0,3,1,0,1,1,4,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1836,Jenson Seelt,NED,DF,Wolfsburg,Bundesliga,0.0,2003.0,0.1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1837,Alidu Seidu,GHA,DF,Rennes,Ligue 1,0.0,2000.0,3.2,7,4,0,0,0,0,83.3,0,0,0,2,9,16,5,1,4,2,1,6,1,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1838,Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,0.0,2001.0,5.2,12,6,0,0,0,0,100.0,0,0,0,4,14,26,10,0,5,6,1,5,0,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1839,Ayumu Seko,JPN,"MF,DF",Le Havre,Ligue 1,0.0,2000.0,6.2,9,4,0,0,0,0,66.7,0,0,0,4,4,13,20,0,2,7,0,6,2,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1840,Matz Sels,BEL,GK,Nott'ham Forest,Premier League,0.0,1992.0,7.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1841,Antoine Semenyo,GHA,"FW,MF",Bournemouth,Premier League,0.0,2000.0,7.0,12,9,0,0,0,0,50.0,0,0,0,12,1,13,5,0,5,5,2,12,6,13,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1842,Adrian Šemper,CRO,GK,Pisa,Serie A,0.0,1998.0,6.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1843,Marvin Senaya,TOG,DF,Auxerre,Ligue 1,0.0,2001.0,6.8,20,8,0,0,0,0,62.5,0,0,0,2,13,33,31,0,9,8,3,16,6,5,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1844,Marcos Senesi,ARG,DF,Bournemouth,Premier League,0.0,1997.0,6.9,12,9,0,0,0,0,36.4,0,0,0,3,13,25,57,0,5,7,0,11,7,9,6,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1845,Suat Serdar,GER,MF,Hellas Verona,Serie A,0.0,1997.0,5.7,17,12,0,0,0,0,50.0,0,0,0,8,4,21,4,0,9,7,1,14,7,9,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1846,Nicolás Serrano,ESP,FW,Athletic Club,La Liga,0.0,2003.0,1.3,1,1,0,0,0,0,20.0,0,0,0,3,0,1,2,0,0,1,0,5,4,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1847,Benjamin Šeško,SVN,FW,Manchester Utd,Premier League,0.0,2003.0,4.3,3,1,0,0,0,0,100.0,0,0,0,3,1,4,5,0,0,3,0,2,0,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1848,Ryan Sessegnon,ENG,DF,Fulham,Premier League,0.0,2000.0,5.3,17,7,0,0,0,0,60.0,0,0,0,2,4,21,21,0,8,5,4,15,6,6,4,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1849,Stephan El Shaarawy,ITA,"MF,FW",Roma,Serie A,0.0,1992.0,1.4,3,2,0,0,0,0,75.0,0,0,0,1,1,4,1,0,2,1,0,4,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1850,Luke Shaw,ENG,DF,Manchester Utd,Premier League,0.0,1995.0,6.7,14,7,0,0,0,0,66.7,0,0,0,7,5,19,16,0,6,8,0,9,3,7,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1851,Kwasi Sibo,GHA,MF,Oviedo,La Liga,0.0,1998.0,3.3,8,7,0,0,0,0,62.5,0,0,0,3,3,11,2,0,5,2,1,8,3,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1852,Djibril Sidibé,FRA,"DF,MF",Toulouse,Ligue 1,0.0,1992.0,4.5,9,6,0,0,0,0,85.7,0,0,0,2,4,13,13,0,4,3,2,7,1,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1853,Armindo Sieb,GER,"FW,MF",Mainz 05,Bundesliga,0.0,2003.0,2.6,0,0,0,0,0,0,0.0,0,0,0,3,0,0,2,0,0,0,0,0,0,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1854,Jamil Siebert,GER,DF,Lecce,Serie A,0.0,2002.0,0.9,0,0,0,0,0,0,0.0,0,0,0,0,1,1,6,1,0,0,0,0,0,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1855,Francisco Sierralta,CHI,DF,Auxerre,Ligue 1,0.0,1997.0,5.7,7,2,0,0,0,0,50.0,0,0,0,3,6,13,33,0,4,3,0,4,2,6,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1856,Tim Siersleben,GER,DF,Heidenheim,Bundesliga,0.0,2000.0,3.0,4,3,0,0,0,0,50.0,0,0,0,1,4,8,18,0,1,3,0,4,2,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1857,André Silva,POR,FW,Elche,La Liga,0.0,1995.0,4.0,3,0,0,0,0,0,14.3,0,0,0,0,0,3,5,0,1,1,1,7,6,1,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1858,Bernardo Silva,POR,MF,Manchester City,Premier League,0.0,1994.0,4.1,7,4,0,0,0,0,45.5,0,0,0,2,3,10,8,0,3,4,0,11,6,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1859,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,0.0,1997.0,4.6,6,3,0,0,0,0,50.0,0,0,0,2,1,7,13,0,3,1,2,6,3,3,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1860,Fábio Silva,POR,FW,Dortmund,Bundesliga,0.0,2002.0,0.2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1861,Jota Silva,POR,FW,Nott'ham Forest,Premier League,0.0,1999.0,0.1,2,1,0,0,0,0,100.0,0,0,0,0,0,2,1,0,1,1,0,2,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1862,Marco Silvestri,ITA,GK,Cremonese,Serie A,0.0,1991.0,2.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1863,Abdallah Sima,SEN,MF,Lens,Ligue 1,0.0,2001.0,0.6,1,1,0,0,0,0,0.0,0,0,0,2,0,1,2,0,0,0,1,0,0,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1864,Giovanni Simeone,ARG,FW,Torino,Serie A,0.0,1995.0,4.7,3,2,0,0,0,0,0.0,0,0,0,1,0,3,4,0,1,2,0,2,2,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1865,Giuliano Simeone,ARG,"MF,FW",Atlético Madrid,La Liga,0.0,2002.0,6.7,14,6,0,0,0,0,53.3,0,0,0,5,6,20,3,0,8,5,1,15,7,6,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1866,Moses Simon,NGA,"FW,MF",Paris FC,Ligue 1,0.0,1995.0,5.8,2,2,0,0,0,0,0.0,0,0,0,1,5,7,1,0,0,2,0,1,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1867,Unai Simón,ESP,GK,Athletic Club,La Liga,0.0,1997.0,8.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1868,Xavi Simons,NED,"FW,MF",Tottenham,Premier League,0.0,2003.0,2.8,1,1,0,0,0,0,100.0,0,0,0,3,0,1,3,0,1,0,0,1,0,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1869,Xavi Simons,NED,MF,RB Leipzig,Bundesliga,0.0,2003.0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1870,Danel Sinani,LUX,MF,St. Pauli,Bundesliga,0.0,1997.0,5.8,7,4,0,0,0,0,87.5,0,0,0,3,3,10,1,0,1,4,2,8,1,3,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1871,Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,0.0,1999.0,6.3,8,4,0,0,0,0,50.0,0,0,0,6,3,11,2,0,2,5,1,6,3,6,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1872,Antonio Sivera,ESP,GK,Alavés,La Liga,0.0,1996.0,8.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1873,Telli Siwe,FRA,DF,Auxerre,Ligue 1,0.0,2004.0,2.5,4,3,0,0,0,0,100.0,0,0,0,4,4,8,6,0,4,0,0,2,0,5,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1874,Tim Skarke,GER,"MF,DF",Union Berlin,Bundesliga,0.0,1996.0,1.4,2,1,0,0,0,0,66.7,0,0,0,1,0,2,5,0,1,1,0,3,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1875,Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,0.0,1995.0,1.9,2,0,0,0,0,0,50.0,0,0,0,1,5,7,2,0,1,1,0,2,1,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1876,Leo Skiri Østigård,NOR,DF,Genoa,Serie A,0.0,1999.0,3.5,2,0,0,0,0,0,0.0,0,0,0,0,4,6,20,0,1,1,0,0,0,3,3,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1877,Łukasz Skorupski,POL,GK,Bologna,Serie A,0.0,1991.0,6.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1878,Andreas Skov Olsen,DEN,FW,Wolfsburg,Bundesliga,0.0,1999.0,3.5,1,1,0,0,0,0,33.3,0,0,0,2,1,2,7,0,1,0,0,3,2,2,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1879,Robert Skov,DEN,DF,Union Berlin,Bundesliga,0.0,1996.0,2.4,6,6,0,0,0,0,57.1,0,0,0,1,2,8,8,0,5,0,1,7,3,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1880,Adam Smith,ENG,DF,Bournemouth,Premier League,0.0,1991.0,2.3,1,0,0,0,0,0,0.0,0,0,0,1,1,2,10,0,0,1,0,0,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1881,Eric Smith,SWE,DF,St. Pauli,Bundesliga,0.0,1997.0,6.0,6,2,0,0,0,0,37.5,0,0,0,3,5,11,27,1,1,5,0,8,5,8,5,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1882,Emile Smith Rowe,ENG,MF,Fulham,Premier League,0.0,2000.0,1.5,1,0,0,0,0,0,100.0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1883,Ivan Smolčić,CRO,DF,Como,Serie A,0.0,2000.0,2.9,8,7,0,0,0,0,55.6,0,0,0,3,5,13,17,0,5,3,0,9,4,7,4,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1884,Simon Sohm,SUI,MF,Fiorentina,Serie A,0.0,2001.0,2.7,6,3,0,0,0,0,100.0,0,0,0,1,0,6,2,0,3,3,0,2,0,2,1,2025-2026,stats_defense,2025-10-18 04:36:53.576323
1885,Alex Sola,ESP,FW,Getafe,La Liga,0.0,1999.0,0.1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-2026,stats_defense,2025-10-18 04:36:53.576323
